Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Mitsubishi,PUHZ-SW120YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,22.0,average,5847.0,10700.0,1.83,-0.02277644975819287,-0.0045026023612328575,0.9716440630313304,-0.03339694652285448,0.006849294103063949,0.28849117687377224,0.19413746918489447,-0.0656103675852656,6.018375243777295
Mitsubishi,PUHZ-SW160YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22.0,average,6503.0,11900.0,1.83,-0.031445445209154516,-0.007271534769250788,1.0753542003788117,-0.03402881529238886,0.006661727298743497,0.2904961043398034,0.17244181332546138,-0.06646433069127843,6.012415020873588
Mitsubishi,PUHZ-SW200YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22.0,average,7486.0,13700.0,1.83,-0.0349187744521287,-0.006305019542942218,1.0132208303637795,-0.03542858363526283,0.006595301466171407,0.28290637893327464,0.17353705752881932,-0.0646950207926348,5.961511638395942
Mitsubishi,PUHZ-SW200YKA(-BS) + EHSE-M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22.0,average,7486.0,13700.0,1.83,-0.0349187744521287,-0.006305019542942218,1.0132208303637795,-0.035429202129890716,0.0066008123116502535,0.2826690144046113,0.1736218178702754,-0.06495627057550117,5.972695438486879
Mitsubishi,PUZ-WM50VHA(-BS) + EHPT17X-VM*D,2020-06-22,Outdoor Air/Water,Regulated,1.0,R32,2.0,40.0,61.0,15.0,average,2157.0,4400.0,2.04,-0.03392433323564768,-0.0010360784571504676,0.7623049087438408,-0.0272764325648274,0.013611588814863476,-0.018582919748276368,0.16068313190462696,-0.1155078329009446,8.325690794303753
Mitsubishi,PUHZ-SW50VKA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,1.4,40.0,63.0,15.0,average,1784.0,3800.0,2.13,-0.021007302100081424,-0.0032961283659379195,0.9236720755260394,-0.028665195346116626,0.009212691395236188,0.216657612090214,0.16421976744135786,-0.07961511870607706,6.708250519476629
Mitsubishi,PUD-SWM60VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,55.0,15.0,average,2536.0,5300.0,2.09,-0.017466213543737168,-0.0009237296977319717,0.9490170312343108,-0.02089746248438142,0.01453945818662791,0.03899195961832772,0.16109780726580206,-0.0887253803339316,7.237342623135878
Mitsubishi,PUD-SWM80VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,55.0,15.0,average,3498.0,7100.0,2.03,-0.026855621064640282,-0.0010519467451805817,0.832620131824218,-0.02656366714466051,0.01253518301636608,0.056730008736219036,0.17965231120776567,-0.08872395029632442,7.232352702040503
Mitsubishi,PUZ-WM60VAA(-BS) + EHPT17X-VM*D,2020-06-22,Outdoor Air/Water,Regulated,1.0,R32,2.2,40.0,58.0,15.0,average,2345.0,5300.0,2.26,-0.02782516812341205,-0.0044705404141829035,1.0034214057355129,-0.02778495191658597,0.010790455367126823,0.14940645174310732,0.1696252141902935,-0.10383911122788947,8.117031198792686
Mitsubishi,PUZ-WM85VAA(-BS) + EHPT17X-VM*D,2020-06-22,Outdoor Air/Water,Regulated,1.0,R32,2.2,40.0,58.0,15.0,average,3623.0,7500.0,2.07,-0.030024995530809312,0.0009356011301961656,0.7012595286685718,-0.02774666477575004,0.013302967232731257,-0.002358074323646449,0.19241858594299446,-0.11080566255945726,8.31672959968088
Mitsubishi,PUHZ-SW75VAA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,3.0,40.0,58.0,15.0,average,3088.0,6300.0,2.04,-0.03125922289522329,-0.0010015289476322145,0.7747872187218703,-0.03738035960681755,0.006559584555011291,0.30127332431227066,0.1889940990487744,-0.06789238278916325,6.1848213117067825
Mitsubishi,PUHZ-SW75VAA + EHST17D-VM*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,3.0,41.0,58.0,15.0,average,3088.0,6300.0,2.04,-0.03125922289522329,-0.0010015289476322145,0.7747872187218703,-0.03521271130004648,0.00753481599605198,0.25765325963406194,0.17169910209221936,-0.06111780952179523,5.909977845142068
Mitsubishi,PUHZ-SW75VHA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,3.2,40.0,68.0,15.0,average,3231.0,6300.0,1.95,-0.01928933351440534,-0.002504241630574789,0.8857388304548427,-0.024749523294464882,0.011340002717662112,0.1014455264925172,0.15398467990415085,-0.08042243214013223,6.6680747257596575
Mitsubishi,PUD-SHWM100VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,59.0,15.0,average,4083.0,8900.0,2.18,-0.029823515975199905,-0.00236552988827394,0.8542367216653163,-0.028051546027192863,0.011337833316383064,0.1040154988905197,0.1763815266041683,-0.07944397740533386,6.931051379797625
Mitsubishi,PUD-SHWM120VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,60.0,15.0,average,4953.0,10600.0,2.14,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241300407088,0.010099960717674607,0.15191497963820627,0.18955023277585764,-0.07769896877164789,6.807476236159991
Mitsubishi,PUD-SHWM140VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,62.0,15.0,average,5767.0,12400.0,2.15,-0.033541895173436816,-0.00023653066303896283,0.7384306004993384,-0.03432299666360046,0.0097098227610197,0.1693750985548632,0.20902396010760246,-0.08841496218615058,7.2489304633696285
Mitsubishi,PUZ-HWM140VHA(-BS),2020-07-27,Outdoor Air/Water,Regulated,1.0,R32,3.3,40.0,67.0,15.0,average,6263.0,12400.0,1.98,-0.032260032863242145,-0.0005740321104067418,0.744537630043517,-0.03391063358913851,0.00914243146941483,0.1759234008388775,0.17454116897977912,-0.08021351279775453,6.7439454109935895
Mitsubishi,PUHZ-SHW140YHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22.0,average,7609.0,14000.0,1.84,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03403847248669161,0.008362525961632698,0.2034365240939242,0.19332308886305533,-0.06822233187159224,6.172261847065277
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,,,22.0,average,9667.0,20300.0,2.1,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190746183248,0.01119288376046735,0.1248711710959336,0.1173846346692478,-0.07894556274208671,6.642907498383808
Mitsubishi,PUD-SHWM60VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.4,41.0,55.0,15.0,average,2477.0,5300.0,2.14,-0.017466213543737168,-0.0009237296977319717,0.9490170312343108,-0.021004644657889367,0.01425454340667814,0.05121919306866251,0.16450582341185382,-0.08538372835252134,7.176795279777467
Mitsubishi,PUD-SHWM80VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.4,41.0,56.0,15.0,average,3318.0,7100.0,2.14,-0.026855621064640282,-0.0010519467451805817,0.832620131824218,-0.026916533529630703,0.01214158081584489,0.08066109922094991,0.18308423528346632,-0.08737499629021253,7.262720673983897
Mitsubishi,PUHZ-SHW80VAA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,59.0,15.0,average,3756.0,8000.0,2.13,-0.021305603374613687,-0.002943160674321573,0.9241782601553232,-0.02523388065114539,0.01079683335814576,0.14615773256321898,0.14428921921106191,-0.08114644797112094,6.836896881768566
Mitsubishi,PUHZ-SHW112VAA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,60.0,15.0,average,5283.0,11200.0,2.12,-0.03666259337266976,-0.005436514739934598,0.9669849854435828,-0.0319357229706311,0.008822361106568245,0.199903300148879,0.15235302334175535,-0.07546880447852518,6.6422545723777375
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,69.0,15.0,average,3922.0,8000.0,2.04,-0.01517434984655652,-0.004686858858786605,0.989220997543778,-0.026263003941239062,0.009395212982385048,0.19160795128345792,0.1748136174035548,-0.07626978859578319,6.642426322067587
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,15.0,average,5714.0,11200.0,1.96,-0.030829104036247675,-0.005815737510413901,0.991969626761629,-0.03185279393512633,0.008533878177216155,0.2094304062226696,0.17919692462354125,-0.07424256949877367,6.478649090337952
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22.0,average,7609.0,14000.0,1.84,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491826811725,0.00840082064929949,0.20173985831549485,0.19284635511992385,-0.06890961080301578,6.202555628433923
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22.0,average,5714.0,11200.0,1.96,-0.030829104036247675,-0.005815737510413901,0.991969626761629,-0.03186699429971685,0.008522279920702244,0.20900375399955068,0.1796130603880082,-0.07436637655177725,6.497698482609309
Nibe,F1145-10 1x230,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.1,45.0,,7.0,average,2412.0,8200.0,3.4,0.1,-0.009804078349014408,1.4986005591010283,0.1,0.0064826142384323895,0.6591564042050971,0.1,-0.0673027317387818,6.829781403771727
Nibe,F1145-12 1x230,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.0,45.0,,7.0,average,3418.0,10800.0,3.16,0.1,-0.004130742698057397,1.2102813172827598,0.1,0.010465328181353432,0.4466469710197524,0.1,-0.06500327854020142,6.485737699658668
Nibe,F1145-5 1x230,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.2,43.0,,7.0,average,1171.0,3500.0,2.99,0.1,-0.016574551132752822,1.8626073380455228,0.1,0.0034855081854075804,0.8226493623606026,0.1,-0.06630382492092858,6.401693981656901
Nibe,F1145-8 1x230,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.7,45.0,,7.0,average,2294.0,7500.0,3.27,0.1,-0.004319125694136947,1.2251366124026248,0.1,0.011039680552623228,0.4290332128994613,0.1,-0.07153661192993366,6.889071035091474
Nibe,F2120-16,2020-05-05,Outdoor Air/Water,Regulated,1.0,R410a,3.0,,55.0,25.0,average,4399.0,10910.0,2.48,-0.017079249440792248,0.001579953683145616,0.6908468503879409,-0.020746672748615448,0.012957999533062136,0.04383931529483346,0.11384826499145108,-0.08725123395961383,7.443292239891647
Nibe,NIBE AMS 20-6 + HBS 20-6,2020-12-08,Outdoor Air/Water,Regulated,1.0,R32,1.3,35.0,54.0,11.0,average,2585.0,5040.0,1.95,-0.030081655285419312,0.003621137776173214,0.5366127539835559,-0.02464961624398881,0.015567959196536215,-0.1308865453899703,0.16306377005549033,-0.1140207386773124,8.352489696838402
Ochsner,TERRA 11 HPLA,2020-09-30,Brine/Water,On-Off,5.0,R410a,2.03,48.0,0.0,9.0,average,3098.0,9200.0,2.97,0.1,-0.003041102727363932,1.1588857323400916,0.1,0.00885436416217025,0.5387558284392775,0.1,-0.049346447765296265,5.4862841423367845
Ochsner,"TERRA 11 HPLB, average",2020-09-30,Brine/Water,On-Off,5.0,R410a,2.13,50.0,0.0,10.0,average,3135.0,9500.0,3.03,0.1,-0.004231233818987643,1.2151855046329636,0.1,0.015453865688735012,0.2115564609151621,0.1,-0.10091803331767064,7.996557395294945
Ochsner,"TERRA 14 HPLA, AVERAGAE CLIMATE",2020-09-30,Brine/Water,On-Off,5.0,R410a,2.3,50.0,,9.0,average,3805.0,12100.0,3.18,0.1,-0.0014776675949625664,1.0817865591140288,0.1,0.00392299479200811,0.7760209042218306,0.1,-0.02249835923065134,4.432131098553646
Ochsner,"TERRA 14 HPLB, average climate",2020-09-30,Brine/Water,On-Off,5.0,R410a,2.25,50.0,0.0,10.0,average,3811.0,11700.0,3.07,0.1,-0.005563495409553111,1.2831254965837309,0.1,0.014145190906628156,0.2797653600862582,0.1,-0.09658579222667754,7.835136607792041
Ochsner,"TERRA 18 HPLA, average climate",2020-09-30,Brine/Water,On-Off,5.0,R410a,2.35,53.0,0.0,9.0,average,5282.0,15900.0,3.01,0.1,-0.0035385090725087256,1.1798123500096809,0.1,0.014538250369027048,0.2570395784378488,0.1,-0.08873224043715842,7.391420765027328
Ochsner,"TERRA 6 HPLA , average climate",2020-09-30,Brine/Water,On-Off,5.0,R410a,1.4,43.0,0.0,9.0,average,1803.0,5300.0,2.94,0.1,-0.004940715419195908,1.2500257718254089,0.1,0.01640229247223209,0.16232205594533736,0.1,-0.11071038186607933,8.373169376646457
Ochsner,"TERRA 6 HPLB, AVERAGE CLIMATE",2020-09-30,Brine/Water,On-Off,5.0,R410a,1.4,46.0,,10.0,average,1738.0,5300.0,3.05,0.1,-0.005530467072593193,1.2820909376680385,0.1,0.014596640832094087,0.2556484114725077,0.1,-0.10027103818242553,7.994316937520868
Ochsner,"TERRA 8 HPLA , average climate",2020-09-30,Brine/Water,On-Off,5.0,R410a,1.72,52.0,0.0,9.0,average,2280.0,7000.0,3.07,0.1,-0.003556596414660364,1.1811865731825224,0.1,0.016051768688787577,0.1800186970977866,0.1,-0.10467322372286934,8.218142065473621
Ochsner,"TERRA 8 HPLB, average climate",2020-09-30,Brine/Water,On-Off,5.0,R410a,1.9,,,10.0,average,2448.0,7000.0,2.86,0.1,-0.004371584646553776,1.221701793650286,0.1,0.017358477213990028,0.11367816262886235,0.1,-0.1149092889876268,8.481256808949665
Panasonic Marketing Europe,WH-MDC05J3E5,2020-08-06,Outdoor Air/Water,Regulated,1.0,R32,1.3,,59.0,10.0,average,1957.0,4500.0,2.3,-0.013157573622657431,-0.0005888240018685702,0.8135145549657786,-0.028381489188143576,0.00949251410298012,0.19919253333033024,0.18439854858502333,-0.10609946258923908,8.21302410645756
Panasonic Marketing Europe,WH-MDC07J3E5,2020-08-06,Outdoor Air/Water,Regulated,1.0,R32,1.3,,59.0,10.0,average,3333.0,6200.0,1.86,-0.017979235800563903,0.005245133387864874,0.5035936070296027,-0.018495776164754053,0.018213866784438808,-0.2299833158246161,0.1481488558392421,-0.12396486005747782,8.604021069038438
Panasonic Marketing Europe,WH-MDC09J3E5,2020-08-06,Outdoor Air/Water,Regulated,1.0,R32,1.3,,59.0,10.0,average,3465.0,7000.0,2.02,-0.024405883734118745,0.0032702317017867114,0.5765778068919261,-0.025647882867212642,0.014607400427568468,-0.0599447724268885,0.16917041364595425,-0.11478689951069282,8.254953222919221
Panasonic Marketing Europe,WH-MXC09H3E5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R410a,2.3,,,12.0,average,3649.0,7700.0,2.11,-0.02168967530713793,-0.0053484308603927895,1.021129810764617,-0.029944582806951118,0.00805980746707364,0.27150187094169986,0.1397308691217089,-0.09470901377636108,7.2840643074904525
Panasonic Marketing Europe,WH-MXC12H6E5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R410a,2.3,,,12.0,average,5320.0,10800.0,2.03,-0.02804348785935894,-0.002271004330954956,0.8220513144933723,-0.02921597456614195,0.010279647100566705,0.13315056124469113,0.15802536434182274,-0.08750529772390835,6.967405834062984
Panasonic Marketing Europe,WH-ADC0309J3E5 / WH-UD03JE5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R32,0.9,,,8.0,average,1193.0,2600.0,2.18,-0.04862884801273965,-0.01695717810614914,1.483873196212707,-0.04725966326189674,-6.3861361392562695e-06,0.5976274947069854,0.1892940656176781,-0.11942123248953115,8.597575637165741
Panasonic Marketing Europe,WH-ADC0309J3E5 / WH-UD05JE5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R32,0.9,,,8.0,average,1762.0,3400.0,1.93,-0.046790184203594036,-0.011693843239151031,1.2422120942936947,-0.04145726757260065,0.004672470563570745,0.3650177455578605,0.1982278986892959,-0.1211408973031738,8.610420697016268
Panasonic Marketing Europe,WH-ADC0309J3E5 / WH-UD07JE5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R32,1.27,,,10.0,average,3387.0,6300.0,1.86,-0.017716128870112632,0.005638164483806073,0.4812897850097984,-0.018223268007260655,0.01840187420276779,-0.2406902800876745,0.1481488558392421,-0.12396486005747782,8.604021069038438
Panasonic Marketing Europe,WH-ADC0309J3E5 / WH-UD09JE5,2020-01-08,Outdoor Air/Water,Regulated,1.0,R32,1.27,,,10.0,average,3333.0,6200.0,1.86,-0.028540627943536064,-0.0019311272835436176,0.8215166336580569,-0.027256609170702325,0.012756991799615286,0.011699521283913002,0.15987820161761707,-0.11922470150027167,8.392525408410139
Samsung Electronics Air Conditioner Europe ,AE120RXYDEG/EU & AE200RNWMEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,2.2,44.0,64.0,22.0,average,4907.0,10600.0,2.16,-0.038810932807725684,-0.006343373383779926,0.997759649443406,-0.03898077802572781,0.0056254176661115285,0.3401193128064575,0.17869358117816184,-0.10456931740292433,7.88164274883268
Samsung Electronics Air Conditioner Europe ,AE120RXYDEG/EU & MIM-E03CN,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,2.2,44.0,64.0,22.0,average,4917.0,10620.0,2.16,-0.03889858882560666,-0.006430164546751865,0.9990134173489889,-0.03898889589337251,0.005587098736609425,0.3403269272361007,0.17869358117816184,-0.10456931740292433,7.88164274883268
Samsung Electronics Air Conditioner Europe ,AE160RXYDEG/EU & AE200RNWMEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,2.2,44.0,66.0,22.0,average,6869.0,14150.0,2.06,-0.03685568022428787,-0.0007694125857192518,0.7412208235955277,-0.03626264917671515,0.008583945050382048,0.19714678668838886,0.2069899030468772,-0.08758967759983456,7.2089305068302405
Samsung Electronics Air Conditioner Europe ,AE050RXYDEG/EU & MIM-E03CN,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.0,40.0,61.0,22.0,average,2046.0,4420.0,2.16,-0.04092863604229823,-0.005727019676822334,0.9665305546869044,-0.03391228574574133,0.008654627690532416,0.2228886087877787,0.10030305455449323,-0.11018279687175593,7.820222952035933
Samsung Electronics Air Conditioner Europe ,AE080RXYDEG/EU & AE200RNWMEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.15,40.0,63.0,22.0,average,3726.0,7080.0,1.9,-0.03630699349221446,-0.0012011334769795677,0.7629962088555028,-0.032367218569207934,0.010852765131718416,0.09760874240133488,0.16521877667828136,-0.1011125256347606,7.498727350320928
Samsung Electronics Air Conditioner Europe ,AE040RXEDEG/EU & AE200RNWSEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.2,40.0,58.0,22.0,average,2105.0,4420.0,2.1,-0.03239297141299589,-0.00047549655767822804,0.7397319062585008,-0.02723470338423686,0.012161454254272595,0.058031565141884775,0.09134621226168256,-0.08158248080230937,6.783436034663517
Samsung Electronics Air Conditioner Europe ,AE060RXEDEG/EU & AE200RNWSEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.2,40.0,60.0,22.0,average,2655.0,5310.0,2.0,-0.03554524269207142,-0.00047471494417487917,0.7315929657034586,-0.0317055567007189,0.011011146913919068,0.0944669231434013,0.14453756647902727,-0.09673363233495463,7.380587129161262
Samsung Electronics Air Conditioner Europe ,AE060RXEDEG/EU & AE260RNWSEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.2,40.0,60.0,22.0,average,2655.0,5310.0,2.0,-0.03546350983917499,-0.00035200806249042,0.7277950662933136,-0.03165651713925813,0.011084771056927078,0.09218818443053434,0.14453756647902727,-0.09673363233495463,7.380587129161262
Samsung Electronics Air Conditioner Europe ,AE090RXEDEG/EU & AE200RNWSEG/EU,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.4,40.0,64.0,22.0,average,4034.0,7100.0,1.76,-0.03907288041939689,-0.003251322755253109,0.8559136674176595,-0.032444171837892416,0.01066041426914314,0.0912092059569744,0.1802788440476095,-0.10880885392439896,7.821828400197196
Samsung Electronics Air Conditioner Europe ,AE120MXTPEH/EU & AE260TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,3.5,47.0,70.0,22.0,average,3660.0,7100.0,1.94,-0.03843579100997757,-0.01188378986329442,1.2701432211420012,-0.03519525829074426,0.006784470136265777,0.3142500303318564,0.11298099305872528,-0.12549167235523273,8.28459276150558
Samsung Electronics Air Conditioner Europe ,AE160MXTPEH/EU & AE260TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,3.5,47.0,73.0,22.0,average,3881.0,7800.0,2.01,-0.04161885079729846,-0.012299590992071093,1.2928233925019599,-0.039947332057581116,0.0040682204475038005,0.4360695282214692,0.12542500991962935,-0.11579953481848107,7.975371474212108
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,2.6,43.0,65.0,22.0,average,1786.0,3500.0,1.96,-0.020849723445214748,-0.002587174102461185,0.8940509988595191,-0.021754569238002654,0.014397480170769415,0.008789201688945055,0.097120107984615,-0.11981802753232827,7.997574318477688
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,2.6,43.0,67.0,22.0,average,1932.0,4000.0,2.07,-0.03156879106937627,-0.007015395720464394,1.0672699966337802,-0.030139677911469376,0.009486861051931328,0.2174603221084595,0.10639598086346108,-0.11033177297017158,7.689018762827525
Samsung Electronics Air Conditioner Europe ,AE090MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,2.4,43.0,69.0,22.0,average,2768.0,4900.0,1.77,-0.030341995798511733,-0.0055888552461468115,0.9768853129525156,-0.026664498723669692,0.012238458028849129,0.045822395412940725,0.1204762748169458,-0.12175670428065775,8.106219747788304
Samsung Electronics Air Conditioner Europe ,AE090MXTPGH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,Regulated,1.0,R410a,2.4,43.0,69.0,22.0,average,2408.0,4600.0,1.91,-0.0294959728756313,-0.007219162717410709,1.0769381017365711,-0.0287238774276756,0.010655361725852954,0.15685725659078065,0.10594586169886558,-0.13137957907366762,8.436612514711294
Saunier Duval Brand Group,HA 10-5 OS 230V + HA 12-5 WSB,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.6,45.0,58.0,11.0,average,3995.0,8510.0,2.13,-0.030203617570268168,-0.011861094079284549,1.3080911194725129,-0.034623496966610864,0.004744676712741984,0.4157185204545384,0.14371824421598905,-0.09683261518816827,7.441857292337322
Saunier Duval Brand Group,HA 12-5 OS 230V + HA 12-5 WSB,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.6,45.0,59.0,11.0,average,4519.0,9760.0,2.16,-0.036885831436979113,-0.01197897403308206,1.29151801126908,-0.045362546190254725,-0.000687146279131161,0.642336455916104,0.17194614428662355,-0.07797351322471363,6.702278012096323
Saunier Duval Brand Group,HA 12-6 O 230V,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,60.0,45.0,average,4976.0,10450.0,2.1,-0.02679455959624484,-0.004536791783946554,0.9668384393179138,-0.03652660973301276,0.005656396269277605,0.3381221572562028,0.20309391900286305,-0.0905912402895214,7.530745168187794
Saunier Duval Brand Group,HA 15-6 O 230V B3,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,,45.0,average,5106.0,10620.0,2.08,-0.02735849722005897,-0.004033657679293435,0.9353298020919606,-0.03779438628637846,0.0050997962038137,0.3633839840140519,0.2033851365976348,-0.09098418125587096,7.4069832525788515
Saunier Duval Brand Group,HA 10-6 O 230V,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,60.0,45.0,average,3654.0,8039.0,2.2,-0.011541460636611621,-0.0013814737423182713,0.857708499138627,-0.02063838000855148,0.013037568284483693,0.03813469604462957,0.15145300098187806,-0.10967576904455507,8.292519057469999
Saunier Duval Brand Group,HA 12-6 O 230V B3,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,60.0,45.0,average,4075.0,8640.0,2.12,-0.010986402161776671,0.0012658263453931794,0.7352463400765871,-0.02036251860036836,0.014378560393053309,-0.029589290434458963,0.16725520377607164,-0.1106227752834484,8.309764687152263
Saunier Duval Brand Group,HA 5-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,54.0,17.0,average,2047.0,4320.0,2.11,-0.02458258606075785,-0.0021308360660056355,0.8328976520701598,-0.02878936310003433,0.010297761922392314,0.14577573855523712,0.1473095530473148,-0.09856722765042954,7.516415015428593
Saunier Duval Brand Group,HA 5-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,,17.0,average,2047.0,4320.0,2.11,-0.01824606102325904,0.002914463326377585,0.6095098700705129,-0.024616522430502732,0.012886210645926427,0.030712652616189308,0.14604852582334432,-0.08450039484048365,6.909781232259933
Saunier Duval Brand Group,HA 3-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,54.0,17.0,average,1774.0,3690.0,2.08,-0.020221846313180417,-0.0005160358559497645,0.7968146526389982,-0.022843353438894255,0.013639279269277552,0.023376030746810786,0.12179390037516175,-0.09791313128922052,7.395735236753894
Saunier Duval Brand Group,HA 4-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,52.0,17.0,average,1759.0,3730.0,2.12,-0.017487758117253817,-0.00023078054375313725,0.7839525669733104,-0.02358229335255701,0.012487188780795931,0.06559904180613882,0.1388451721880646,-0.09193062426021374,7.254157106501743
Saunier Duval Brand Group,HA 7-5 OS 230V + HA 7-5 WSB,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.39,43.0,54.0,11.0,average,2830.0,5660.0,2.0,-0.03349053078095511,-0.006771460320500947,1.0425653115509137,-0.037662899657349334,0.0053521721841750325,0.3489876398636972,0.19150403968892546,-0.08352159300372702,6.963290619405421
Saunier Duval Brand Group,HA 7-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.9,,55.0,29.0,average,2545.0,5420.0,2.13,-0.025107623567177363,-0.004759662231213547,0.9883443152255272,-0.032658895164894425,0.007413401618610041,0.2879085665582494,0.16400131290685382,-0.09151880159046624,7.313204209050458
